FID;Shape *;OBJECTID_1;dpa_provin;dpa_despro;cod_zona;dpa_canton;dpa_descan;cod_distri;des_distri;cod_circ;des_circ;cod_postal;Shape_Leng;Shape_Area;Poblacion
857;Poligono;831;18;TUNGURAHUA;3;1801;AMBATO;18D02;HUACHI GRANDE-JUAN BENIGNO VELA-MONTALVO-PICAIGUA-PILAHUIN-SANTA ROSA-TOTORAS-CELIANO MONGE-HUACHI CHICO-HUACHI LORETO-PISHILATA;18D02C02;AMBATO;180203;10.139.012.258;220.762.957.395;17351
858;Poligono;832;18;TUNGURAHUA;3;1801;AMBATO;18D01;AUGUSTO N. MARTINEZ-CONSTATINO FERNANDEZ-CUNCHIBAMBA-IZAMBA-PASA-QUISAPINCHA-SAN BARTOLOME DE PINLLO-SAN FERNANDO-UNAMUNCHO-AMBATILLO-ATAHUALPA-LA PENINSULA-LA MERCED-ATOCHA FICOA-LA MATRIZ-SAN FRANCISCO;18D01C11;CUNCHIBAMBA-UNAMUNCHO;180112;3.190.993.343;341.342.796.229;9147
859;Poligono;833;18;TUNGURAHUA;3;1801;AMBATO;18D01;AUGUSTO N. MARTINEZ-CONSTATINO FERNANDEZ-CUNCHIBAMBA-IZAMBA-PASA-QUISAPINCHA-SAN BARTOLOME DE PINLLO-SAN FERNANDO-UNAMUNCHO-AMBATILLO-ATAHUALPA-LA PENINSULA-LA MERCED-ATOCHA FICOA-LA MATRIZ-SAN FRANCISCO;18D01C12;IZAMBA;180109;30.810.443.686;295.333.519.235;15631
860;Poligono;834;18;TUNGURAHUA;3;1801;AMBATO;18D01;AUGUSTO N. MARTINEZ-CONSTATINO FERNANDEZ-CUNCHIBAMBA-IZAMBA-PASA-QUISAPINCHA-SAN BARTOLOME DE PINLLO-SAN FERNANDO-UNAMUNCHO-AMBATILLO-ATAHUALPA-LA PENINSULA-LA MERCED-ATOCHA FICOA-LA MATRIZ-SAN FRANCISCO;18D01C09;QUISAPINCHA (QUIZAPINCHA);180111;53.643.330.878;120.931.680.377;13001
861;Poligono;835;18;TUNGURAHUA;3;1801;AMBATO;18D01;AUGUSTO N. MARTINEZ-CONSTATINO FERNANDEZ-CUNCHIBAMBA-IZAMBA-PASA-QUISAPINCHA-SAN BARTOLOME DE PINLLO-SAN FERNANDO-UNAMUNCHO-AMBATILLO-ATAHUALPA-LA PENINSULA-LA MERCED-ATOCHA FICOA-LA MATRIZ-SAN FRANCISCO;18D01C07;PASA-SAN FERNANDO (PASA SAN FERNANDO);180110;65.192.315.998;157.435.073.518;8990
862;Poligono;836;18;TUNGURAHUA;3;1807;SAN PEDRO DE PELILEO;18D04;PATATE-SAN PEDRO DE PELILEO;18D04C06;CHIQUICHA (CAB EN CHIQUICHA GRANDE)-GARCIA MORENO (CHUMAQUI);180405;35.409.051.956;298.300.928.145;8715
863;Poligono;837;18;TUNGURAHUA;3;1805;PATATE;18D04;PATATE-SAN PEDRO DE PELILEO;18D04C01;EL TRIUNFO-PATATE-LOS ANDES (CAB EN POATUG)-SUCRE (CAB EN SUCRE- PATATE  URCO);180406;91.191.637.783;315.749.600.429;13497
864;Poligono;838;18;TUNGURAHUA;3;1808;SANTIAGO DE PILLARO;18D05;SANTIAGO DE PILLARO;18D05C01;PILLARO;180501;481.377.646;516.119.021.486;13377
865;Poligono;839;18;TUNGURAHUA;3;1808;SANTIAGO DE PILLARO;18D05;SANTIAGO DE PILLARO;18D05C03;SAN JOSE DE POALO-PRESIDENTE URBINA (CHAGRAPAMBA-SAN ANDRES;180502;105.030.681.001;227.507.286.396;15873
866;Poligono;840;18;TUNGURAHUA;3;1808;SANTIAGO DE PILLARO;18D05;SANTIAGO DE PILLARO;18D05C02;MARCOS ESPINEL (CHACATA)-SAN MIGUELITO-BAQUERIZO MORENO-EMILIO MARIA TERAN (RUMIPAMBA);180503;79.015.887.451;167.247.100.995;9107
867;Poligono;841;18;TUNGURAHUA;3;1801;AMBATO;18D02;HUACHI GRANDE-JUAN BENIGNO VELA-MONTALVO-PICAIGUA-PILAHUIN-SANTA ROSA-TOTORAS-CELIANO MONGE-HUACHI CHICO-HUACHI LORETO-PISHILATA;18D02C03;AMBATO;180202;5.646.219.183;175.249.926.817;20704
868;Poligono;842;18;TUNGURAHUA;3;1801;AMBATO;18D02;HUACHI GRANDE-JUAN BENIGNO VELA-MONTALVO-PICAIGUA-PILAHUIN-SANTA ROSA-TOTORAS-CELIANO MONGE-HUACHI CHICO-HUACHI LORETO-PISHILATA;18D02C12;MONTALVO-HUACHI GRANDE;180210;31.715.875.419;243.110.675.564;14521
869;Poligono;843;18;TUNGURAHUA;3;1801;AMBATO;18D02;HUACHI GRANDE-JUAN BENIGNO VELA-MONTALVO-PICAIGUA-PILAHUIN-SANTA ROSA-TOTORAS-CELIANO MONGE-HUACHI CHICO-HUACHI LORETO-PISHILATA;18D02C10;SANTA ROSA;180211;36.559.884.449;36.954.358.458;20992
870;Poligono;844;18;TUNGURAHUA;3;1801;AMBATO;18D02;HUACHI GRANDE-JUAN BENIGNO VELA-MONTALVO-PICAIGUA-PILAHUIN-SANTA ROSA-TOTORAS-CELIANO MONGE-HUACHI CHICO-HUACHI LORETO-PISHILATA;18D02C09;PILAGUIN (PILAHUIN)-JUAN BENIGNO VELA;180212;112.627.459.937;460355700.8;19584
871;Poligono;845;18;TUNGURAHUA;3;1806;QUERO;18D06;CEVALLOS-MOCHA-QUERO-TISALEO;18D06C03;QUERO;180602;59.210.526.143;942.702.264.712;14250
872;Poligono;846;18;TUNGURAHUA;3;1806;QUERO;18D06;CEVALLOS-MOCHA-QUERO-TISALEO;18D06C04;YANAYACU - MOCHAPATA (CAB EN YANAYACU)-RUMIPAMBA;180603;48.452.780.015;795.314.853.504;4952
873;Poligono;847;18;TUNGURAHUA;3;1801;AMBATO;18D02;HUACHI GRANDE-JUAN BENIGNO VELA-MONTALVO-PICAIGUA-PILAHUIN-SANTA ROSA-TOTORAS-CELIANO MONGE-HUACHI CHICO-HUACHI LORETO-PISHILATA;18D02C11;PICAIGUA-TOTORAS;180209;38.905.508.211;239.552.254.704;15186
874;Poligono;848;18;TUNGURAHUA;3;1802;BAâ€žOS DE AGUA SANTA;18D03;BAâ€žOS DE AGUA SANTA;18D03C02;RIO VERDE-RIO NEGRO;180302;150.170.769.153;875.944.271.169;2553
875;Poligono;849;18;TUNGURAHUA;3;1804;MOCHA;18D06;CEVALLOS-MOCHA-QUERO-TISALEO;18D06C02;PINGUILI-MOCHA;180604;52.704.155.593;858.507.623.322;6793
876;Poligono;850;18;TUNGURAHUA;3;1809;TISALEO;18D06;CEVALLOS-MOCHA-QUERO-TISALEO;18D06C05;TISALEO-QUINCHICOTO;180605;40.668.490.771;591.306.149.336;12137
877;Poligono;851;18;TUNGURAHUA;3;1801;AMBATO;18D01;AUGUSTO N. MARTINEZ-CONSTATINO FERNANDEZ-CUNCHIBAMBA-IZAMBA-PASA-QUISAPINCHA-SAN BARTOLOME DE PINLLO-SAN FERNANDO-UNAMUNCHO-AMBATILLO-ATAHUALPA-LA PENINSULA-LA MERCED-ATOCHA FICOA-LA MATRIZ-SAN FRANCISCO;18D01C10;CONSTATINO FERNANDEZ (CAB EN CULLIT)-AUGUSTO N. MARTINEZ (MUNDUGLEO)-ATAHUALPA (CHISALATA);180108;39.451.293.169;59.794.579.567;21436
878;Poligono;852;18;TUNGURAHUA;3;1801;AMBATO;18D01;AUGUSTO N. MARTINEZ-CONSTATINO FERNANDEZ-CUNCHIBAMBA-IZAMBA-PASA-QUISAPINCHA-SAN BARTOLOME DE PINLLO-SAN FERNANDO-UNAMUNCHO-AMBATILLO-ATAHUALPA-LA PENINSULA-LA MERCED-ATOCHA FICOA-LA MATRIZ-SAN FRANCISCO;18D01C02;AMBATO;180106;79.202.156;196.117.004.432;8675
879;Poligono;853;18;TUNGURAHUA;3;1801;AMBATO;18D01;AUGUSTO N. MARTINEZ-CONSTATINO FERNANDEZ-CUNCHIBAMBA-IZAMBA-PASA-QUISAPINCHA-SAN BARTOLOME DE PINLLO-SAN FERNANDO-UNAMUNCHO-AMBATILLO-ATAHUALPA-LA PENINSULA-LA MERCED-ATOCHA FICOA-LA MATRIZ-SAN FRANCISCO;18D01C03;AMBATO;180101;5.538.347.407;141.255.727.273;16035
880;Poligono;854;18;TUNGURAHUA;3;1803;CEVALLOS;18D06;CEVALLOS-MOCHA-QUERO-TISALEO;18D06C01;CEVALLOS;180601;19.652.607.789;187.900.044.588;8146
881;Poligono;855;18;TUNGURAHUA;3;1807;SAN PEDRO DE PELILEO;18D04;PATATE-SAN PEDRO DE PELILEO;18D04C07;COTALO-GUAMBALO (HUAMBALO)-BOLIVAR;180407;56.212.658.557;841.639.679.513;12431
882;Poligono;856;18;TUNGURAHUA;3;1807;SAN PEDRO DE PELILEO;18D04;PATATE-SAN PEDRO DE PELILEO;18D04C04;PELILEO;180402;3.750.353.511;238.697.098.985;10650
883;Poligono;857;18;TUNGURAHUA;3;1807;SAN PEDRO DE PELILEO;18D04;PATATE-SAN PEDRO DE PELILEO;18D04C02;PELILEO;180401;2.674.978.853;139.908.288.002;5016
884;Poligono;858;18;TUNGURAHUA;3;1801;AMBATO;18D02;HUACHI GRANDE-JUAN BENIGNO VELA-MONTALVO-PICAIGUA-PILAHUIN-SANTA ROSA-TOTORAS-CELIANO MONGE-HUACHI CHICO-HUACHI LORETO-PISHILATA;18D02C01;AMBATO;180204;15.897.614.016;742.640.402.682;18712
885;Poligono;859;18;TUNGURAHUA;3;1801;AMBATO;18D02;HUACHI GRANDE-JUAN BENIGNO VELA-MONTALVO-PICAIGUA-PILAHUIN-SANTA ROSA-TOTORAS-CELIANO MONGE-HUACHI CHICO-HUACHI LORETO-PISHILATA;18D02C08;AMBATO;180206;4.743.943.751;957.537.355.536;10066
886;Poligono;860;18;TUNGURAHUA;3;1807;SAN PEDRO DE PELILEO;18D04;PATATE-SAN PEDRO DE PELILEO;18D04C03;PELILEO;180403;22.603.014.123;187.927.241.154;9058
887;Poligono;861;18;TUNGURAHUA;3;1801;AMBATO;18D01;AUGUSTO N. MARTINEZ-CONSTATINO FERNANDEZ-CUNCHIBAMBA-IZAMBA-PASA-QUISAPINCHA-SAN BARTOLOME DE PINLLO-SAN FERNANDO-UNAMUNCHO-AMBATILLO-ATAHUALPA-LA PENINSULA-LA MERCED-ATOCHA FICOA-LA MATRIZ-SAN FRANCISCO;18D01C08;AMBATILLO-SAN BARTOLOME DE PINLLOG;180107;30.419.129.332;244.204.340.867;14059
888;Poligono;862;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D02;SAN JACINTO DEL BUA-VALLE HERMOSO-PUERTO LIMON-PERIFERIA 2-ABRAHAM CALAZACON-BOMBOLI;23D02C03;SANTO DOMINGO DE LOS COLORADOS;230204;8.553.464.118;254.687.039.842;20412
889;Poligono;863;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D02;SAN JACINTO DEL BUA-VALLE HERMOSO-PUERTO LIMON-PERIFERIA 2-ABRAHAM CALAZACON-BOMBOLI;23D02C05;SANTO DOMINGO DE LOS COLORADOS;230206;43.687.406.577;259.258.954.077;17307
890;Poligono;864;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D02;SAN JACINTO DEL BUA-VALLE HERMOSO-PUERTO LIMON-PERIFERIA 2-ABRAHAM CALAZACON-BOMBOLI;23D02C11;PUERTO LIMON;230210;111.893.790.131;227.729.044.522;9344
891;Poligono;865;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D02;SAN JACINTO DEL BUA-VALLE HERMOSO-PUERTO LIMON-PERIFERIA 2-ABRAHAM CALAZACON-BOMBOLI;23D02C07;SANTO DOMINGO DE LOS COLORADOS;230211;66.496.313.722;115.867.949.569;9868
892;Poligono;866;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D02;SAN JACINTO DEL BUA-VALLE HERMOSO-PUERTO LIMON-PERIFERIA 2-ABRAHAM CALAZACON-BOMBOLI;23D02C10;SAN JACINTO DEL BUA;230213;56.549.308.036;96885908.16;3301
893;Poligono;867;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D02;SAN JACINTO DEL BUA-VALLE HERMOSO-PUERTO LIMON-PERIFERIA 2-ABRAHAM CALAZACON-BOMBOLI;23D02C09;SAN JACINTO DEL BUA;230212;71.538.699.221;107.420.697.394;8416
894;Poligono;868;23;SANTO DOMINGO DE LOS TSACHILAS;4;2301;SANTO DOMINGO;23D02;SAN JACINTO DEL BUA-VALLE HERMOSO-PUERTO LIMON-PERIFERIA 2-ABRAHAM CALAZACON-BOMBOLI;23D02C08;VALLE HERMOSO;230209;108.384.268.611;309884573.2;9335
895;Poligono;869;8;ESMERALDAS;1;807;RIOVERDE;08D06;RIO VERDE;08D06C01;CHONTADURO-CHUMUNDE-RIOVERDE;80601;196.153.793.631;793.001.799.023;11046
896;Poligono;870;8;ESMERALDAS;1;807;RIOVERDE;08D06;RIO VERDE;08D06C02;MONTALVO (CAB EN HORQUETA)-LAGARTO-ROCAFUERTE;80602;162.994.339.481;714.546.394.689;15049
897;Poligono;871;8;ESMERALDAS;1;808;LA CONCORDIA;08D07;LA CONCORDIA;08D07C01;LA CONCORDIA;80701;78.254.428.705;107.923.291.007;31196
898;Poligono;872;8;ESMERALDAS;1;804;QUININDE;08D04;QUININDE;08D04C11;MALIMPIA;80404;216.788.118.546;1167974984;17772
899;Poligono;873;8;ESMERALDAS;1;804;QUININDE;08D04;QUININDE;08D04C09;VICHE-CHURA (CHANCAMA) (CAB. EN EL YERBERO);80408;101.113.395.752;310.705.091.933;10025
900;Poligono;874;8;ESMERALDAS;1;802;ELOY ALFARO;08D02;ELOY ALFARO;08D02C04;LUIS V. TORRES (CAB. EN PLAYA DE ORO)-SELVA ALEGRE-COLON ELOY DEL MARIA-MALDONADO-TIMBIRE;80202;289.714.449.384;931.721.240.984;5832
901;Poligono;875;22;ORELLANA;2;2201;ORELLANA;22D02;ORELLANA-LORETO;22D02C07;GARCIA MORENO-LA BELLEZA;220206;164.433.228.845;739.966.105.048;5230
902;Poligono;876;22;ORELLANA;2;2204;LORETO;22D02;ORELLANA-LORETO;22D02C01;SAN JOSE DE DAHUANO-SAN VICENTE DE HUATICOCHA;220211;222.558.402.874;695112823.4;6108
903;Poligono;877;22;ORELLANA;2;2201;ORELLANA;22D02;ORELLANA-LORETO;22D02C05;PUERTO FRANCISCO DE ORELLANA (COCA);220201;59.000.865.202;608.865.764.653;25516
904;Poligono;878;22;ORELLANA;2;2201;ORELLANA;22D02;ORELLANA-LORETO;22D02C04;PUERTO FRANCISCO DE ORELLANA (COCA);220203;51.918.586.433;851.832.437.955;19648
905;Poligono;879;22;ORELLANA;2;2203;LA JOYA DE LOS SACHAS;22D01;LA JOYA DE LOS SACHAS;22D01C03;LA JOYA DE LOS SACHAS;220101;95.260.510.934;196.376.280.416;17933
906;Poligono;880;22;ORELLANA;2;2202;AGUARICO;22D03;AGUARICO;22D03C02;NUEVO ROCAFUERTE-TIPUTINI-YASUNI;220301;376.709.629.068;3123286658;2897
907;Poligono;881;7;EL ORO;7;709;PASAJE;07D01;CHILLA-EL GUABO-PASAJE;07D01C07;CAâ€žAQUEMADA-LA PEAâ€žA-BUENAVISTA;70110;66.084.735.682;573.632.860.028;9911
908;Poligono;882;7;EL ORO;7;709;PASAJE;07D01;CHILLA-EL GUABO-PASAJE;07D01C15;UZHCURRUMI;70112;48.214.838.752;308.579.208.518;915
909;Poligono;883;7;EL ORO;7;709;PASAJE;07D01;CHILLA-EL GUABO-PASAJE;07D01C08;PASAJE;70101;11.917.928.399;388.116.024.547;12707
910;Poligono;884;7;EL ORO;7;709;PASAJE;07D01;CHILLA-EL GUABO-PASAJE;07D01C07;CAâ€žAQUEMADA-LA PEAâ€žA-BUENAVISTA;70106;21.845.703.442;246.492.598.839;1837
911;Poligono;885;7;EL ORO;7;709;PASAJE;07D01;CHILLA-EL GUABO-PASAJE;07D01C08;PASAJE;70102;12.538.706.568;506.398.001.044;4355
912;Poligono;886;7;EL ORO;7;706;EL GUABO;07D01;CHILLA-EL GUABO-PASAJE;07D01C06;RIO BONITO;70117;71.473.959.253;153.441.779.081;5476
913;Poligono;887;7;EL ORO;7;706;EL GUABO;07D01;CHILLA-EL GUABO-PASAJE;07D01C05;TENDALES (CAB. EN PUERTO TENDALES)-BARBONES (SUCRE);70116;11.531.346.571;232299382.3;10834
914;Poligono;888;16;PASTAZA;3;1601;PASTAZA;16D01;PASTAZA-MERA-SANTA CLARA;16D01C02;PUYO;160101;34.639.079.185;355.783.181.578;17212
915;Poligono;889;16;PASTAZA;3;1604;ARAJUNO;16D02;ARAJUNO;16D02C02;CURARAY;160202;107.037.234.477;8222763298;2686
916;Poligono;890;16;PASTAZA;3;1601;PASTAZA;16D01;PASTAZA-MERA-SANTA CLARA;16D01C10;MONTALVO (ANDOAS);160110;655.397.705.119;7855380264;3852
